#SUBSET	chr21
#SUBSET_SOFTWARE	SECS_1.8.2.1
#ASSEMBLY_ID	GS19240-180-36-21-ASM
#DBSNP_BUILD	dbSNP build 130
#FORMAT_VERSION	1.3
#GENERATED_AT	2010-Jul-14 05:39:36.249717
#GENERATED_BY	callannotate
#GENE_ANNOTATIONS	NCBI build 36.3
#GENOME_REFERENCE	NCBI build 36
#SAMPLE	GS00028-DNA_C01
#SOFTWARE_VERSION	1.8.0.23
#TYPE	GENE-VAR-SUMMARY-REPORT

>geneId	mrnaAcc	symbol	chromosome	begin	end	missense	nonsense	nonStop	frameshift	inframe	total	missenseNovel	nonsenseNovel	nonStopNovel	frameshiftNovel	inframeNovel	totalNovel	
89766	NM_001004416.2	UMODL1	chr21	42364494	42436174	3	0	0	0	0	3	1	0	0	0	0	1
89766	NM_173568.3	UMODL1	chr21	42364494	42436174	3	0	0	0	0	3	1	0	0	0	0	1
150147	XR_040364.1	C21orf128	chr21	42395312	42401707	0	0	0	0	0	0	0	0	0	0	0	0
9619	NM_207627.1	ABCG1	chr21	42492867	42590423	0	0	0	0	0	0	0	0	0	0	0	0
9619	NM_207628.1	ABCG1	chr21	42492990	42590423	0	0	0	0	0	0	0	0	0	0	0	0
9619	NM_207629.1	ABCG1	chr21	42509255	42590423	0	0	0	0	0	0	0	0	0	0	0	0
9619	NM_016818.2	ABCG1	chr21	42512335	42590423	0	0	0	0	0	0	0	0	0	0	0	0
9619	NM_004915.3	ABCG1	chr21	42512335	42590423	0	0	0	0	0	0	0	0	0	0	0	0
9619	NM_207174.1	ABCG1	chr21	42513076	42590423	0	0	0	0	0	0	0	0	0	0	0	0
100133287	XM_001722338.1	LOC100133287	chr21	42562472	42562925	1	0	0	0	0	1	0	0	0	0	0	0
7033	NM_003226.2	TFF3	chr21	42605231	42608775	1	0	0	0	0	1	0	0	0	0	0	0
7032	NM_005423.3	TFF2	chr21	42639534	42644176	0	0	0	0	0	0	0	0	0	0	0	0
7031	NM_003225.2	TFF1	chr21	42655459	42659713	0	0	0	0	0	0	0	0	0	0	0	0
64699	NM_032404.1	TMPRSS3	chr21	42665067	42682296	0	0	0	0	0	0	0	0	0	0	0	0
64699	NM_032401.1	TMPRSS3	chr21	42665067	42683596	0	0	0	0	0	0	0	0	0	0	0	0
64699	NM_024022.1	TMPRSS3	chr21	42665067	42689269	1	0	0	0	0	1	0	0	0	0	0	0
64699	NM_032405.1	TMPRSS3	chr21	42675053	42689269	1	0	0	0	0	1	0	0	0	0	0	0
53347	NM_018961.2	UBASH3A	chr21	42697087	42740843	1	0	0	0	0	1	0	0	0	0	0	0
53347	NM_001001895.1	UBASH3A	chr21	42697087	42740843	1	0	0	0	0	1	0	0	0	0	0	0
89765	NM_080860.2	RSPH1	chr21	42765664	42789470	0	0	0	0	0	0	0	0	0	0	0	0
645446	XM_932905.2	LOC645446	chr21	42789448	42790622	0	0	0	0	0	0	0	0	0	0	0	0
54020	NM_018964.3	SLC37A1	chr21	42792810	42874619	2	0	0	0	0	2	0	0	0	0	0	0
100129311	XM_001722418.1	LOC100129311	chr21	42877288	42878109	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001576.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001570.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001571.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001580.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001573.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001582.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001581.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001572.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001584.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001583.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001568.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001579.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001575.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001585.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001567.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001577.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001569.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001578.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_001001574.1	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
5152	NM_002606.2	PDE9A	chr21	42946930	43068688	0	0	0	0	0	0	0	0	0	0	0	0
100132338	XM_001722448.1	LOC100132338	chr21	43062878	43063247	2	0	0	0	0	2	0	0	0	0	0	0
10785	NM_033661.3	WDR4	chr21	43136272	43172747	2	0	0	0	0	2	0	0	0	0	0	0
10785	NM_018669.4	WDR4	chr21	43142404	43172747	2	0	0	0	0	2	0	0	0	0	0	0
4731	NM_001001503.1	NDUFV3	chr21	43186446	43202842	0	0	0	0	0	0	0	0	0	0	0	0
4731	NM_021075.3	NDUFV3	chr21	43186446	43202842	1	0	0	0	0	1	0	0	0	0	0	0
5316	NM_004571.3	PKNOX1	chr21	43267711	43326757	0	0	0	0	0	0	0	0	0	0	0	0
875	NM_000071.1	CBS	chr21	43346369	43369490	1	0	0	0	0	1	0	0	0	0	0	0
7307	NM_006758.2	U2AF1	chr21	43386134	43400757	0	0	0	0	0	0	0	0	0	0	0	0
7307	NM_001025204.1	U2AF1	chr21	43386134	43400757	0	0	0	0	0	0	0	0	0	0	0	0
7307	NM_001025203.1	U2AF1	chr21	43386134	43400757	0	0	0	0	0	0	0	0	0	0	0	0
1409	NM_000394.2	CRYAA	chr21	43462209	43465982	0	0	0	0	0	0	0	0	0	0	0	0
100126693	XM_001722584.1	C21orf136	chr21	43573005	43574466	4	0	0	0	0	4	0	0	0	0	0	0
400870	XR_041647.1	FLJ41733	chr21	43607645	43608216	0	0	0	0	0	0	0	0	0	0	0	0
150094	NM_173354.3	SNF1LK	chr21	43658822	43671430	0	0	1	0	0	1	0	0	1	0	0	1
284836	XR_041148.1	C21orf125	chr21	43694417	43694903	0	0	0	0	0	0	0	0	0	0	0	0
114038	XR_040120.1	C21orf84	chr21	43706402	43722442	0	0	0	0	0	0	0	0	0	0	0	0
11077	NM_007031.1	HSF2BP	chr21	43773499	43903802	0	0	0	0	0	0	0	0	0	0	0	0
23076	NM_015056.2	RRP1B	chr21	43903859	43940388	3	0	0	0	0	3	0	0	0	0	0	0
8566	NM_003681.4	PDXK	chr21	43963405	44006616	0	0	0	0	0	0	0	0	0	0	0	0
100133197	XM_001722695.1	LOC100133197	chr21	43980540	43981945	1	0	0	0	0	1	0	0	0	0	0	0
1476	NM_000100.2	CSTB	chr21	44018258	44020687	0	0	0	0	0	0	0	0	0	0	0	0
8568	NM_003683.5	RRP1	chr21	44033845	44048411	1	0	0	0	0	1	0	0	0	0	0	0
100130166	XM_001722715.1	LOC100130166	chr21	44053338	44054664	1	0	0	0	0	1	1	0	0	0	0	1
284837	XR_041150.1	LOC284837	chr21	44055879	44056870	0	0	0	0	0	0	0	0	0	0	0	0
56894	NM_020132.4	AGPAT3	chr21	44109543	44231903	0	0	0	0	0	0	0	0	0	0	0	0
56894	NM_001037553.1	AGPAT3	chr21	44169706	44231903	0	0	0	0	0	0	0	0	0	0	0	0
7109	NM_001001723.1	TMEM1	chr21	44256633	44304573	0	0	0	0	0	0	0	0	0	0	0	0
7109	NM_003274.3	TMEM1	chr21	44256633	44350861	2	0	0	0	0	2	0	0	0	0	0	0
100130022	XM_001722764.1	LOC100130022	chr21	44333134	44333937	0	0	0	0	0	0	0	0	0	0	0	0
5822	NM_005049.2	PWP2	chr21	44351635	44375491	1	0	0	0	0	1	0	0	0	0	0	0
8209	NM_198155.2	C21orf33	chr21	44377921	44390033	2	0	0	0	0	2	0	0	0	0	0	0
8209	NM_004649.5	C21orf33	chr21	44377921	44390033	2	0	0	0	0	2	0	0	0	0	0	0
100129890	XM_001722818.1	LOC100129890	chr21	44391031	44418008	3	0	0	0	0	3	0	0	0	0	0	0
23308	NM_015259.4	ICOSLG	chr21	44471148	44485262	1	0	0	0	0	1	0	0	0	0	0	0
29947	NM_175867.1	DNMT3L	chr21	44490650	44506527	1	0	0	0	0	1	0	0	0	0	0	0
29947	NM_013369.2	DNMT3L	chr21	44490650	44506527	1	0	0	0	0	1	0	0	0	0	0	0
326	NM_000383.2	AIRE	chr21	44530190	44542530	0	0	0	0	0	0	0	0	0	0	0	0
326	NM_000658.1	AIRE	chr21	44534575	44542300	0	0	0	0	0	0	0	0	0	0	0	0
5211	NM_002626.4	PFKL	chr21	44544357	44571689	0	0	0	0	0	0	0	0	0	0	0	0
5211	NM_001002021.1	PFKL	chr21	44544357	44571689	0	0	0	0	0	0	0	0	0	0	0	0
755	NM_004928.1	C21orf2	chr21	44573254	44583574	0	0	0	0	0	0	0	0	0	0	0	0
7226	NM_003307.3	TRPM2	chr21	44597911	44687392	5	0	0	0	0	5	1	0	0	0	0	1
81543	NM_030891.3	LRRC3	chr21	44699820	44703167	0	0	0	0	0	0	0	0	0	0	0	0
54083	XM_001722905.1	C21orf30	chr21	44704250	44704985	0	0	0	0	0	0	0	0	0	0	0	0
54084	NM_144991.2	C21orf29	chr21	44742202	44955923	0	0	0	0	0	0	0	0	0	0	0	0
642702	XM_931477.2	LOC642702	chr21	44754996	44759934	0	0	0	0	0	0	0	0	0	0	0	0
114043	XR_017894.1	C21orf90	chr21	44761525	44763067	0	0	0	0	0	0	0	0	0	0	0	0
386677	NM_198691.2	KRTAP10-1	chr21	44783495	44784506	5	0	0	0	0	5	0	0	0	0	0	0
386679	NM_198693.2	KRTAP10-2	chr21	44794745	44795816	2	0	0	0	0	2	0	0	0	0	0	0
386682	NM_198696.2	KRTAP10-3	chr21	44802333	44803071	5	0	0	0	0	5	0	0	0	0	0	0
386672	NM_198687.1	KRTAP10-4	chr21	44818033	44819415	2	0	0	0	0	2	0	0	0	0	0	0
386680	NM_198694.2	KRTAP10-5	chr21	44823991	44824909	7	0	1	0	0	8	0	0	1	0	0	1
386674	NM_198688.2	KRTAP10-6	chr21	44835576	44836814	0	0	0	0	0	0	0	0	0	0	0	0
386675	NM_198689.2	KRTAP10-7	chr21	44844924	44846519	1	0	0	4	0	5	1	0	0	4	0	5
386681	NM_198695.1	KRTAP10-8	chr21	44856423	44857299	0	0	0	0	0	0	0	0	0	0	0	0
386676	NM_198690.2	KRTAP10-9	chr21	44871467	44872723	0	0	0	0	0	0	0	0	0	0	0	0
353333	NM_181688.1	KRTAP10-10	chr21	44881700	44882800	2	0	0	0	0	2	0	0	0	0	0	0
386678	NM_198692.2	KRTAP10-11	chr21	44890758	44891995	2	0	0	0	0	2	0	0	0	0	0	0
386684	NM_198698.1	KRTAP12-4	chr21	44898557	44899004	0	0	0	0	0	0	0	0	0	0	0	0
386683	NM_198697.2	KRTAP12-3	chr21	44902276	44902686	0	0	0	0	0	0	0	0	0	0	0	0
353323	NM_181684.2	KRTAP12-2	chr21	44910533	44911272	0	0	0	0	0	0	0	0	0	0	0	0
353332	NM_181686.1	KRTAP12-1	chr21	44925918	44926506	0	0	0	0	0	0	0	0	0	0	0	0
386685	NM_198699.1	KRTAP10-12	chr21	44941514	44942387	0	0	0	0	0	0	0	0	0	0	0	0
7327	NM_003343.4	UBE2G2	chr21	45013382	45046166	0	0	0	0	0	0	0	0	0	0	0	0
7327	NM_182688.1	UBE2G2	chr21	45013382	45046166	0	0	0	0	0	0	0	0	0	0	0	0
6612	NM_006936.2	SUMO3	chr21	45049959	45062472	0	0	0	0	0	0	0	0	0	0	0	0
754	NM_004339.2	PTTG1IP	chr21	45093940	45118169	0	0	0	0	0	0	0	0	0	0	0	0
3689	NM_000211.2	ITGB2	chr21	45130295	45165303	2	0	0	0	0	2	0	0	0	0	0	0
100128193	XM_001723087.1	LOC100128193	chr21	45177626	45178526	2	0	0	0	0	2	0	0	0	0	0	0
84536	XR_039925.1	C21orf67	chr21	45179075	45184010	0	0	0	0	0	0	0	0	0	0	0	0
85395	NM_058190.2	C21orf70	chr21	45184382	45221316	0	0	0	0	0	0	0	0	0	0	0	0
728039	XR_040046.1	C21orf122	chr21	45317223	45317355	0	0	0	0	0	0	0	0	0	0	0	0
104	NM_001112.2	ADARB1	chr21	45318942	45470902	0	0	0	0	0	0	0	0	0	0	0	0
104	NM_015833.2	ADARB1	chr21	45318942	45470902	0	0	0	0	0	0	0	0	0	0	0	0
104	NM_001033049.1	ADARB1	chr21	45318942	45470902	0	0	0	0	0	0	0	0	0	0	0	0
104	NM_015834.2	ADARB1	chr21	45318942	45470902	0	0	0	0	0	0	0	0	0	0	0	0
114042	XR_040130.1	C21orf89	chr21	45502889	45502991	0	0	0	0	0	0	0	0	0	0	0	0
23275	NM_133635.4	POFUT2	chr21	45508270	45532239	0	0	0	0	0	0	0	0	0	0	0	0
23275	NM_133634.3	POFUT2	chr21	45508270	45532239	0	0	0	0	0	0	0	0	0	0	0	0
23275	NM_015227.4	POFUT2	chr21	45508270	45532239	0	0	0	0	0	0	0	0	0	0	0	0
642852	XM_926249.3	LOC642852	chr21	45532281	45534920	0	0	0	0	0	0	0	0	0	0	0	0
257103	XR_040465.1	C21orf86	chr21	45537946	45541697	0	0	0	0	0	0	0	0	0	0	0	0
246704	XR_041771.1	C21orf93	chr21	45547458	45548850	0	0	0	0	0	0	0	0	0	0	0	0
80781	NM_130445.2	COL18A1	chr21	45649524	45758062	2	0	0	2	1	5	1	0	0	2	1	4
378832	NM_199175.1	C21orf123	chr21	45664058	45669413	4	0	0	0	0	4	0	0	0	0	0	0
80781	NM_030582.3	COL18A1	chr21	45699851	45758062	2	0	0	2	1	5	1	0	0	2	1	4
6573	NM_194255.1	SLC19A1	chr21	45759056	45786779	0	0	0	0	0	0	0	0	0	0	0	0
100130597	XM_001723193.1	LOC100130597	chr21	45779263	45780055	0	0	0	0	0	0	0	0	0	0	0	0
728117	XM_001716512.1	LOC728117	chr21	45875846	45879133	0	0	0	0	0	0	0	0	0	0	0	0
100129027	XM_001723241.1	LOC100129027	chr21	46074341	46074722	0	0	0	0	0	0	0	0	0	0	0	0
54039	NM_020528.1	PCBP3	chr21	46094302	46186795	0	0	0	0	0	0	0	0	0	0	0	0
1291	NM_001848.2	COL6A1	chr21	46226090	46249391	1	0	0	0	0	1	0	0	0	0	0	0
100133289	XM_001716625.1	LOC100133289	chr21	46303615	46326845	2	0	0	0	1	3	1	0	0	0	0	1
1292	NM_058174.2	COL6A2	chr21	46342460	46374147	2	0	0	0	0	2	0	0	0	0	0	0
1292	NM_058175.2	COL6A2	chr21	46342460	46374147	2	0	0	0	0	2	0	0	0	0	0	0
1292	NM_001849.3	COL6A2	chr21	46342460	46377191	2	0	0	0	0	2	0	0	0	0	0	0
10841	NM_006657.2	FTCD	chr21	46380603	46399909	0	0	0	0	0	0	0	0	0	0	0	0
10841	NM_206965.1	FTCD	chr21	46381120	46399909	0	0	0	0	0	0	0	0	0	0	0	0
100128336	XM_001716641.1	LOC100128336	chr21	46389517	46396989	2	0	0	0	0	2	0	0	0	0	0	0
84221	NM_032261.3	C21orf56	chr21	46405497	46428729	0	0	0	0	0	0	0	0	0	0	0	0
4047	NM_001001438.1	LSS	chr21	46432787	46473119	2	0	0	0	0	2	0	0	0	0	0	0
4047	NM_002340.3	LSS	chr21	46433466	46473119	2	0	0	0	0	2	0	0	0	0	0	0
114044	NR_002776.3	MCM3APAS	chr21	46473585	46496032	0	0	0	0	0	0	0	0	0	0	0	0
8888	NM_003906.3	MCM3AP	chr21	46479475	46529664	0	0	0	0	0	0	0	0	0	0	0	0
54059	NM_001006114.1	C21orf57	chr21	46530694	46536539	0	0	0	0	0	0	0	0	0	0	0	0
54059	NM_058181.1	C21orf57	chr21	46530694	46542093	0	0	0	0	0	0	0	0	0	0	0	0
54058	NM_058180.3	C21orf58	chr21	46545474	46568213	0	0	0	0	0	0	0	0	0	0	0	0
5116	NM_006031.4	PCNT	chr21	46568482	46690110	17	0	0	0	0	17	0	0	0	0	0	0
23181	NM_206891.1	DIP2A	chr21	46703317	46790647	0	0	0	0	0	0	0	0	0	0	0	0
23181	NM_206890.1	DIP2A	chr21	46703317	46791548	0	0	0	0	0	0	0	0	0	0	0	0
23181	NM_206889.1	DIP2A	chr21	46703317	46794451	0	0	0	0	0	0	0	0	0	0	0	0
23181	NM_015151.2	DIP2A	chr21	46703317	46813028	0	0	0	0	0	0	0	0	0	0	0	0
6285	NM_006272.2	S100B	chr21	46842958	46849463	0	0	0	0	0	0	0	0	0	0	0	0
3275	NM_206962.1	PRMT2	chr21	46879954	46909291	0	0	0	0	0	0	0	0	0	0	0	0
3275	NM_001535.2	PRMT2	chr21	46879954	46909291	0	0	0	0	0	0	0	0	0	0	0	0
